original_product,mapped_product,version,normalized_versions,found_in,matched_version,is_blue
ATMs,ATMs,ATM,atm,NOT FOUND,N/A,True
TS1090 Tape Drive,TS1090 Tape Drive,TS1090 Tape Drive,ts1090 tape drive,NOT FOUND,N/A,True
Cloud Pak for Security,Cloud Pak for Security,Cloud Pak for Security,cloud pak for security,NOT FOUND,N/A,True
z14,z14,Z Servers,z servers,NOT FOUND,N/A,True
Citrix MetaFrame,Citrix MetaFrame,Citrix MetaFrame,citrix metaframe,NOT FOUND,N/A,True
Maximo Application Suite on Cloud,Maximo Application Suite on Cloud,Maximo Application Suite on Cloud,maximo application suite on cloud,NOT FOUND,N/A,True
SAN Volume Controller,SAN Volume Controller,SAN Volume Controller,san volume controller,NOT FOUND,N/A,True
QRadar SIEM,IBM Security QRadar SIEM,QRadar SIEM,qradar siem,NOT FOUND,N/A,True
z17,z17,Z Servers,z servers,NOT FOUND,N/A,True
Cash Recycling Automatic Teller Machine,Cash Recycling Automatic Teller Machine,Cash Recycling Automatic Teller Machine,cash recycling automatic teller machine,NOT FOUND,N/A,True
Printers,Printers,Printer,printer,NOT FOUND,N/A,True
Consumer Trusteer Rapport,Consumer Trusteer Rapport,Consumer Trusteer Rapport,consumer trusteer rapport,NOT FOUND,N/A,True
Power System S922 Server,Power System S922 Server,Power System S922 Server,power system s922 server,NOT FOUND,N/A,True
Robotic Process Automation,IBM Robotic Process Automation,Robotic Process Automation,robotic process automation,NOT FOUND,N/A,True
LinuxONE Emperor 4,LinuxONE Emperor 4,Z Servers,z servers,NOT FOUND,N/A,True
z/OS,z/OS,Z/OS,z/os,NOT FOUND,N/A,True
Partner Ecosystem Support,Partner Ecosystem Support,eCare,ecare,NOT FOUND,N/A,True
Storage Fusion HCI Physical Appliance,Storage Fusion HCI Physical Appliance,Spectrum Fusion HCI,spectrum fusion hci,NOT FOUND,N/A,True
FlashSystem 5000,FlashSystem 5000,FlashSystem 5000,flashsystem 5000,NOT FOUND,N/A,True
webMethods Integration SaaS,webMethods Integration SaaS,webMethods Integration SaaS,webmethods integration saas,NOT FOUND,N/A,True
Power System Hardware Management Console Physical Appliance,Power System Hardware Management Console Physical Appliance,Power System Hardware Management Console Physical Appliance,power system hardware management console physical appliance,NOT FOUND,N/A,True
IBM i,IBM i,IBM i,ibm i,NOT FOUND,N/A,True
Power System E880C Server,Power System E880C Server,Power System E880C Server,power system e880c server,NOT FOUND,N/A,True
Workload Scheduler,Workload Scheduler,Workload Scheduler,workload scheduler,NOT FOUND,N/A,True
Labor Only Project Services,Labor Only Project Services,Labor Only Project Services,labor only project services,NOT FOUND,N/A,True
DS8900F,DS8900F,DS8900F,ds8900f,NOT FOUND,N/A,True
Hardware Management Console Application,Hardware Management Console Application,Hardware Management Console (HMC) for Power,hardware management console (hmc) for power,NOT FOUND,N/A,True
QRadar SOAR,QRadar SOAR,QRadar SOAR,qradar soar,NOT FOUND,N/A,True
Aspera,Aspera,"Aspera High-Speed Transfer Server (ES, CS)","aspera high-speed transfer server (es, cs)",NOT FOUND,N/A,True
WebSphere Application Server,WebSphere Application Server,WebSphere Application Server,websphere application server,NOT FOUND,N/A,True
"Db2 Linux, Unix and Windows","Db2 Linux, Unix and Windows","Db2 Linux, Unix and Windows","db2 linux, unix and windows",NOT FOUND,N/A,True
AIX,AIX,AIX,aix,NOT FOUND,N/A,True
Maximo Application Suite,Maximo Application Suite,Maximo Application Suite,maximo application suite,NOT FOUND,N/A,True
Security Verify,Security Verify,Security Verify,security verify,NOT FOUND,N/A,True
Red Hat Enterprise Linux Server,Red Hat Enterprise Linux Server,Red Hat Enterprise Linux Server,red hat enterprise linux server,NOT FOUND,N/A,True
Sterling B2B Integrator,IBM Sterling B2B Integrator,Sterling B2B Integrator,sterling b2b integrator,NOT FOUND,N/A,True
ASA Series,ASA Series,ASA Appliance,asa appliance,NOT FOUND,N/A,True
z16 A02,z16 A02,Z Servers,z servers,NOT FOUND,N/A,True
Content Manager OnDemand,Content Manager OnDemand,Content Manager OnDemand,content manager ondemand,NOT FOUND,N/A,True
Envizi ESG Suite,Envizi ESG Suite,Envizi ESG Suite,envizi esg suite,NOT FOUND,N/A,True
ProLiant DL Series Servers,ProLiant DL Series Servers,ProLiant DL Series Servers,proliant dl series servers,NOT FOUND,N/A,True
z16,z16,Z Servers,z servers,NOT FOUND,N/A,True
TS4500 Tape Library,TS4500 Tape Library,TS4500 Tape Library,ts4500 tape library,NOT FOUND,N/A,True
TS7700,TS7700,TS7700,ts7700,NOT FOUND,N/A,True
SPSS Licensing,SPSS Licensing,SPSS Licensing,spss licensing,NOT FOUND,N/A,True
OpenPages,OpenPages,OpenPages GRC Platform,openpages grc platform,NOT FOUND,N/A,True
Master Data Management SE,Master Data Management SE,Master Data Management SE,master data management se,NOT FOUND,N/A,True
Elastic Storage System Hardware,Elastic Storage System Hardware,Elastic Storage Server HW,elastic storage server hw,NOT FOUND,N/A,True
Vault Self-Managed,Vault Self-Managed,Vault Self-Managed,vault self-managed,NOT FOUND,N/A,True
Power System S1014 Server,Power System S1014 Server,Power System S1014 Server,power system s1014 server,NOT FOUND,N/A,True
Macbook Air,Macbook Air,Macbook Air,macbook air,NOT FOUND,N/A,True
z15 T02,z15 T02,Z Servers,z servers,NOT FOUND,N/A,True
Video Streaming,Video Streaming,unassigned,unassigned,NOT FOUND,N/A,True
Cognos Analytics,IBM Cognos Analytics,Cognos Analytics,cognos analytics,NOT FOUND,N/A,True
Verify Identity Access,Verify Identity Access,Verify Identity Access,verify identity access,NOT FOUND,N/A,True
Db2 Warehouse as a Service,Db2 Warehouse as a Service,Db2 Warehouse as a Service,db2 warehouse as a service,NOT FOUND,N/A,True
Spectrum LSF,Spectrum LSF,Spectrum LSF,spectrum lsf,NOT FOUND,N/A,True
ProLiant ML Series Servers,ProLiant ML Series Servers,Proliant ML Series Servers,proliant ml series servers,NOT FOUND,N/A,True
Cloud Pak for Business Automation as a Service,Cloud Pak for Business Automation as a Service,Cloud Pak for Business Automation as a Service,cloud pak for business automation as a service,NOT FOUND,N/A,True
TS1160 Tape Drive,TS1160 Tape Drive,TS1160 Tape Drive,ts1160 tape drive,NOT FOUND,N/A,True
Subscription and Subscriber Management,Subscription and Subscriber Management,Subscription and Subscriber,subscription and subscriber,NOT FOUND,N/A,True
Analytics Cloud Service,Analytics Cloud Service,Analytics Cloud Service,analytics cloud service,NOT FOUND,N/A,True
PowerEdge Server,PowerEdge Server,PowerEdge,poweredge,NOT FOUND,N/A,True
Trusteer Pinpoint Detect,Trusteer Pinpoint Detect,Trusteer Pinpoint Detect,trusteer pinpoint detect,NOT FOUND,N/A,True
IBM Technology Zone,IBM Technology Zone,IBM Technology Zone,ibm technology zone,NOT FOUND,N/A,True
z14 ZR1,z14 ZR1,Z Servers,z servers,NOT FOUND,N/A,True
z13,z13,Z Servers,z servers,NOT FOUND,N/A,True
Power System S1022 Server,Power System S1022 Server,Power System S1022 Server,power system s1022 server,NOT FOUND,N/A,True
DS8A00,DS8A00,DS8A00,ds8a00,NOT FOUND,N/A,True
LiveWork,LiveWork,unassigned,unassigned,NOT FOUND,N/A,True
Power System S914 Server,Power System S914 Server,Power System S914 Server,power system s914 server,NOT FOUND,N/A,True
FlashSystem 9100,FlashSystem 9100,FlashSystem 9100,flashsystem 9100,NOT FOUND,N/A,True
Storage Protect,Storage Protect,Spectrum Protect,spectrum protect,NOT FOUND,N/A,True
Cloud Infrastructure Center,Cloud Infrastructure Center,Cloud Infrastructure Center,cloud infrastructure center,NOT FOUND,N/A,True
Bob,Bob,Bob,bob,NOT FOUND,N/A,True
MQ,IBM MQ,IBM MQ,ibm mq,NOT FOUND,N/A,True
Laptop Personal Computers,Laptop Personal Computers,Laptop,laptop,NOT FOUND,N/A,True
MaaS360,MaaS360,MaaS360,maas360,NOT FOUND,N/A,True
Macbook Pro,Macbook Pro,Macbook Pro,macbook pro,NOT FOUND,N/A,True
Targetprocess,Targetprocess,IBM Targetprocess,ibm targetprocess,NOT FOUND,N/A,True
Cloud Pak for AIOps,Cloud Pak for AIOps,Cloud Pak for AIOps,cloud pak for aiops,NOT FOUND,N/A,True
Apptio,Apptio,Apptio,apptio,NOT FOUND,N/A,True
Installation & De-Installation Project Services,Installation & De-Installation Project Services,Installation & De-Installation Project Services,installation & de-installation project services,NOT FOUND,N/A,True
DataPower,DataPower,DataPower,datapower,NOT FOUND,N/A,True
Operational Decision Manager,Operational Decision Manager,Operational Decision Manager,operational decision manager,NOT FOUND,N/A,True
Cloud Object Storage,Cloud Object Storage,Cloud Object Storage,cloud object storage,NOT FOUND,N/A,True
InfoSphere Information Server: Data Integration (DataStage),InfoSphere Information Server: Data Integration (DataStage),InfoSphere Information Server: Data Integration (DataStage),infosphere information server: data integration (datastage),NOT FOUND,N/A,True
Guardium Data Protection,Guardium Data Protection,Guardium Data Protection,guardium data protection,NOT FOUND,N/A,True
FlashSystem 9200,FlashSystem 9200,FlashSystem 9200,flashsystem 9200,NOT FOUND,N/A,True
Desktop Personal Computers,Desktop Personal Computers,Precision,precision,NOT FOUND,N/A,True
Db2 Log Analysis Tool for z/OS,Db2 Log Analysis Tool for z/OS,Db2 Log Analysis Tool for z/OS,db2 log analysis tool for z/os,NOT FOUND,N/A,True
Cloud Pak for Data,Cloud Pak for Data,Cloud Pak for Data,cloud pak for data,NOT FOUND,N/A,True
Support Insights,Support Insights,Support Insights,support insights,NOT FOUND,N/A,True
Cloud Pak for Business Automation,Cloud Pak for Business Automation,Cloud Pak for Business Automation,cloud pak for business automation,NOT FOUND,N/A,True
Storwize V7000,Storwize V7000,Storwize V7000,storwize v7000,NOT FOUND,N/A,True
Field Project Services,Field Project Services,Field Project Services,field project services,NOT FOUND,N/A,True
Planning Analytics Local,Planning Analytics Local,Planning Analytics Local,planning analytics local,NOT FOUND,N/A,True
Turbonomic SaaS,Turbonomic SaaS,Turbonomic ARM SaaS,turbonomic arm saas,NOT FOUND,N/A,True
Netcool/OMNIbus,Netcool/OMNIbus,Netcool/OMNIbus,netcool/omnibus,NOT FOUND,N/A,True
Power System E870 Server,Power System E870 Server,Power System E870 Server,power system e870 server,NOT FOUND,N/A,True
IBMid Enterprise Federation,IBMid Enterprise Federation,IBMid Enterprise Federation,ibmid enterprise federation,NOT FOUND,N/A,True
Power System 740 Server,Power System 740 Server,Power System 740 Server,power system 740 server,NOT FOUND,N/A,True
DevOps Deploy,DevOps Deploy,DevOps Deploy,devops deploy,NOT FOUND,N/A,True
Db2 for z/OS,Db2 for z/OS,Db2 for z/OS,db2 for z/os,NOT FOUND,N/A,True
Storwize V5000e,Storwize V5000e,Storwize V5000e,storwize v5000e,NOT FOUND,N/A,True
Terminals for Attractive Customer Experience Passbook Printer,Terminals for Attractive Customer Experience Passbook Printer,Terminals for Attractive Customer Experience Passbook Printer,terminals for attractive customer experience passbook printer,NOT FOUND,N/A,True
Maximo Renewables,Maximo Renewables,Maximo Renewables,maximo renewables,NOT FOUND,N/A,True
Flexera One,Flexera One,Flexera One,flexera one,NOT FOUND,N/A,True
Thin Client Series Personal Computers,Thin Client Series Personal Computers,Thin Client,thin client,NOT FOUND,N/A,True
App Connect Enterprise,App Connect Enterprise,Integration Bus,integration bus,NOT FOUND,N/A,True
Storage Protect Plus,Storage Protect Plus,Storage Protect Plus,storage protect plus,NOT FOUND,N/A,True
Power System S824 Server,Power System S824 Server,Power System S824 Server,power system s824 server,NOT FOUND,N/A,True
FlashSystem 5200,FlashSystem 5200,FlashSystem 5200,flashsystem 5200,NOT FOUND,N/A,True
Instana Observability SaaS,Instana Observability SaaS,Instana Observability SaaS,instana observability saas,NOT FOUND,N/A,True
Datacap,Datacap,Datacap,datacap,NOT FOUND,N/A,True
Cloudability,Cloudability,Cloudability,cloudability,NOT FOUND,N/A,True
Sterling B2B Integration SaaS Premium,Sterling B2B Integration SaaS Premium,Sterling B2B Integration Saas Premium,sterling b2b integration saas premium,NOT FOUND,N/A,True
Power System E980 Server,Power System E980 Server,Power System E980 Server,power system e980 server,NOT FOUND,N/A,True
FlashSystem 7200,FlashSystem 7200,FlashSystem 7200,flashsystem 7200,NOT FOUND,N/A,True
Data Replication,Data Replication,Replication - Change Data Capture,replication - change data capture,NOT FOUND,N/A,True
Siebel,Siebel,Siebel,siebel,NOT FOUND,N/A,True
API Connect,API Connect,API Connect,api connect,NOT FOUND,N/A,True
VSP,VSP,VSP,vsp,NOT FOUND,N/A,True
Spectrum Virtualize for FlashSystem 7000 ,Spectrum Virtualize for FlashSystem 7000 ,Spectrum Virtualize for FlashSystem 7000,spectrum virtualize for flashsystem 7000,NOT FOUND,N/A,True
Best Effort,Best Effort,Best Effort,best effort,NOT FOUND,N/A,True
Engineering Lifecycle Management Base,Engineering Lifecycle Management Base,Engineering Lifecycle Management Base,engineering lifecycle management base,NOT FOUND,N/A,True
Router Series,Router Series,Router Series,router series,NOT FOUND,N/A,True
Facilities and Real Estate Management on Cloud (TRIRIGA),Facilities and Real Estate Management on Cloud (TRIRIGA),(SaaS) TRIRIGA Facilities & Real Estate Management on Cloud,(saas) tririga facilities & real estate management on cloud,NOT FOUND,N/A,True
DIDO Controller,DIDO Controller,DIDO Controller,dido controller,NOT FOUND,N/A,True
Power System S1024 Server,Power System S1024 Server,Power System S1024 Server,power system s1024 server,NOT FOUND,N/A,True
TS4300 Tape Library,TS4300 Tape Library,TS4300 Tape Library,ts4300 tape library,NOT FOUND,N/A,True
Premium Operations Linux,Premium Operations Linux,Premium Operations Linux,premium operations linux,NOT FOUND,N/A,True
Planning Analytics on Cloud,Planning Analytics on Cloud,Planning Analytics on Cloud,planning analytics on cloud,NOT FOUND,N/A,True
ApplinX,ApplinX,ApplinX,applinx,NOT FOUND,N/A,True
Power System E1080 Server,Power System E1080 Server,Power System E1080 Server,power system e1080 server,NOT FOUND,N/A,True
Power System S1022s Server,Power System S1022s Server,Power System S1022s Server,power system s1022s server,NOT FOUND,N/A,True
Nexus Series,Nexus Series,Nexus Switch,nexus switch,NOT FOUND,N/A,True
Power System S924 Server,Power System S924 Server,Power System S924 Server,power system s924 server,NOT FOUND,N/A,True
Partner Ecosystem Support,Partner Ecosystem Support,IBM Technology Zone,ibm technology zone,NOT FOUND,N/A,True
Power System 720 Server,Power System 720 Server,Power System 720 Server,power system 720 server,NOT FOUND,N/A,True
Power System S1122 Server,Power System S1122 Server,Power System S1122 Server,power system s1122 server,NOT FOUND,N/A,True
TS1070 Tape Drive,TS1070 Tape Drive,TS1070 Tape Drive,ts1070 tape drive,NOT FOUND,N/A,True
